_id,Filename,PROJECT_NAME,PROJECTID,TEST_CASE_NAME,TCID,TESTEXECID,ITERATIONID,DeviceType,ID,CURRENT_ITERATION_NUMBER,Timestamp,Type,Call ID,Event,Method,Sub-Event,Value,State,Value.value,Reason,Imsreason,alphaLong,mnc,nrArfcn,level,asulevel,csiCqiTableIndex,parametersUseForLevel,csiCqiReport,rsrp,mcc,bands,csiRsrp,mAdditionalPlmns,csiRsrq,sinr,nci,rsrq,tac,pci,alphaShort,fromCode,message,network,override
65484482a265870e35de2199,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04 20:41:22.050,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,
65484482a265870e35de219a,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04 20:41:22.052,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,
65484482a265870e35de219b,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04 20:41:22.084,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,
65484482a265870e35de219c,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04 20:41:22.494,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,
65484482a265870e35de219d,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04 20:41:23.066,Telecom,11,Event: RecordEntry ,Event: RecordEntry TC@11: START_RINGBACK, START_RINGBACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65484482a265870e35de219e,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04 20:41:23.067,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,
65484482a265870e35de219f,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04 20:41:23.081,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,
65484482a265870e35de21a0,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04 20:41:23.140,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,
65484482a265870e35de21a1,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04 20:41:23.164,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,
65484482a265870e35de21a2,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04 20:41:23.173,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,
65484482a265870e35de21a3,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04 20:41:42.898,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,
65484482a265870e35de21a4,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04 20:41:42.916,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,
65484482a265870e35de21a5,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04 20:41:42.922,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,
65484482a265870e35de21a6,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04 20:41:42.985,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,
65484482a265870e35de21a7,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04 20:41:42.988,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,
65484482a265870e35de21a8,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04 20:41:42.995,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,
65484482a265870e35de21a9,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04 20:41:43.026,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,
65484482a265870e35de21aa,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04 20:41:43.029,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,
65484482a265870e35de21ab,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04 20:41:43.040,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,
65484482a265870e35de21ac,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04 20:41:43.087,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,
65484482a265870e35de21ad,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04 20:41:43.124,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,
65484482a265870e35de21ae,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04 20:41:43.143,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,
65484482a265870e35de21af,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04 20:41:43.163,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,
65484482a265870e35de21b0,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04 20:41:43.166,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DIALING,,,,,,,,,,,,,,,,,,,,,,,,,,,
65484482a265870e35de21b1,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04 20:41:43.178,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,
65484482a265870e35de21b2,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04 20:41:43.200,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,
65484482a265870e35de21b3,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04 20:41:43.202,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,
65484482a265870e35de21b4,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04 20:41:43.204,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,
65484482a265870e35de21b5,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04 20:41:43.227,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,
65484482a265870e35de21b6,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04 20:41:43.248,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,
65484482a265870e35de21b7,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04 20:41:43.259,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,
65484482a265870e35de21b8,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04 20:41:43.273,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,
65484482a265870e35de21b9,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04 20:41:52.248,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,
65484482a265870e35de21ba,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04 20:41:52.268,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,
65484482a265870e35de21bb,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04 20:41:52.277,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,
65484482a265870e35de21bc,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04 20:41:52.279,Telecom,11,Event: RecordEntry ,Event: RecordEntry TC@11: SET_DISCONNECTED, SET_DISCONNECTED,,,,NORMAL,"510 CODE_USER_TERMINATED_BY_REMOTE, 0, null",,,,,,,,,,,,,,,,,,,,,,,,
65484482a265870e35de21bd,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04 20:41:52.289,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DISCONNECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,
65484482a265870e35de21be,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04 20:41:52.319,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DISCONNECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,
65484482a265870e35de21bf,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04 20:41:52.336,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DISCONNECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,
65484482a265870e35de21c0,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04 20:41:52.337,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DISCONNECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,
65484482a265870e35de21c1,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04 20:41:52.341,Telecom,11,Event: RecordEntry ,Event: RecordEntry TC@11: DESTROYED, DESTROYED,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65484482a265870e35de21c2,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04 20:41:53.750,STFService,,STFService,STFService: sendNetworkClass:  CellSignalNr:, CellSignalNr:,,,,,,"Boost,","340,","129370,","1,","41,","unknown,","-99,","[],","-99,","313,","[71],","unknown,","{},","unknown,","12,","3584024771,","-15,","87697,","70,",BST},,,,
65484482a265870e35de21c3,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04 20:41:54.758,STFService,,STFService,STFService: sendNetworkClass:  CellSignalNr:, CellSignalNr:,,,,,,"Boost,","340,","129370,","1,","41,","unknown,","-99,","[],","-99,","313,","[71],","unknown,","{},","unknown,","12,","3584024771,","-15,","87697,","70,",BST},,,,
65484482a265870e35de21c4,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04 20:41:55.768,STFService,,STFService,STFService: sendNetworkClass:  CellSignalNr:, CellSignalNr:,,,,,,"Boost,","340,","129370,","1,","41,","unknown,","-99,","[],","-99,","313,","[71],","unknown,","{},","unknown,","12,","3584024771,","-15,","87697,","70,",BST},,,,
65484482a265870e35de21c5,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04 20:41:56.780,STFService,,STFService,STFService: sendNetworkClass:  CellSignalNr:, CellSignalNr:,,,,,,"Boost,","340,","129370,","1,","41,","unknown,","-99,","[],","-99,","313,","[71],","unknown,","{},","unknown,","12,","3584024771,","-15,","87697,","70,",BST},,,,
65484482a265870e35de21c6,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04 20:41:57.791,STFService,,STFService,STFService: sendNetworkClass:  CellSignalNr:, CellSignalNr:,,,,,,"Boost,","340,","129370,","1,","41,","unknown,","-99,","[],","-99,","313,","[71],","unknown,","{},","unknown,","12,","3584024771,","-15,","87697,","70,",BST},,,,
65484482a265870e35de21c7,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04 20:41:58.803,STFService,,STFService,STFService: sendNetworkClass:  CellSignalNr:, CellSignalNr:,,,,,,"Boost,","340,","129370,","1,","41,","unknown,","-99,","[],","-99,","313,","[71],","unknown,","{},","unknown,","12,","3584024771,","-15,","87697,","70,",BST},,,,
65484482a265870e35de21c8,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,1,2,3,4,5,6,7,8,9,2023-11-04 20:41:59.812,STFService,,STFService,STFService: sendNetworkClass:  CellSignalNr:, CellSignalNr:,,,,,,"Boost,","340,","129370,","1,","41,","unknown,","-99,","[],","-99,","313,","[71],","unknown,","{},","unknown,","12,","3584024771,","-15,","87697,","70,",BST},,,,
