_id,Filename,PROJECT_NAME,PROJECTID,TEST_CASE_NAME,TCID,TESTEXECID,ITERATIONID,DeviceType,ID,CURRENT_ITERATION_NUMBER,Timestamp,Type,Event,State,Sub-Event,Value,SIP_v,CSEQ,Method,contentType,Call ID,handle,latitude,longitude,HPLMN,sim_state,Serving PLMN,NW sel mode,Service,MM5G,NR5G_RSRP,NR5G_SINR,NR5G_RSRQ,NR_RRC,NR_SSB_Index,NR_ARFCN,NR_PCI,NR_BAND,NR_DL Scheduling,NR_BLER,NR_BW,NR_SA_RLF Count,NR_Tx Phy Channel Type,NR_Tx Pwr,NETWORK,FINAL IMEI Certi,NR_CDRX,Imsreason,Reason
654c3145645f90bc34ea1848,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-REFERENCE-R5CT92MM2PE--11082023015835_ExecID-1841913_IterID-3772311.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:58:29.749Z,SIPMSG,Network to UE,, 200 OK,,2.0,2,BYE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c3145645f90bc34ea1849,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-REFERENCE-R5CT92MM2PE--11082023015835_ExecID-1841913_IterID-3772311.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:31.256Z,SmsServiceModule,SmsServiceModule,MT_RECEIVING_INCOMING_SMS,onReceive3GPPIncomingSms:,D6F0BBA7EE97263D8B819E1F@52407e376a00,,,SmsServiceModule: onReceive3GPPIncomingSms:,application/vnd.3gpp.sms,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c3145645f90bc34ea184a,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-REFERENCE-R5CT92MM2PE--11082023015835_ExecID-1841913_IterID-3772311.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:31.249Z,ResipSmsHandler,ResipSmsHandler,,onNewIncomingSms:,,,,ResipSmsHandler: onNewIncomingSms:,application/vnd.3gpp.sms,,10263,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c3145645f90bc34ea184b,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-REFERENCE-R5CT92MM2PE--11082023015835_ExecID-1841913_IterID-3772311.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:31.260Z,ResipSmsHandler,ResipSmsHandler,200,sendSMSResponse():,,,,ResipSmsHandler: sendSMSResponse():,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c3145645f90bc34ea184c,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-REFERENCE-R5CT92MM2PE--11082023015835_ExecID-1841913_IterID-3772311.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:31.428Z,ResipSmsHandler,ResipSmsHandler,202,onSendSmsResponse:,,,,ResipSmsHandler: onSendSmsResponse:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c3145645f90bc34ea184d,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-REFERENCE-R5CT92MM2PE--11082023015835_ExecID-1841913_IterID-3772311.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:33.812Z,STFService,STFService,,provider fused;,,,,STFService: Location: provider fused;,,,,39.6120158,-105.0234741,,,,,,,,,,,,,,,,,,,,,,,,,
654c3145645f90bc34ea184e,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-REFERENCE-R5CT92MM2PE--11082023015835_ExecID-1841913_IterID-3772311.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:43.814Z,STFService,STFService,,provider fused;,,,,STFService: Location: provider fused;,,,,39.612017,-105.0234761,,,,,,,,,,,,,,,,,,,,,,,,,
654c3145645f90bc34ea184f,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-REFERENCE-R5CT92MM2PE--11082023015835_ExecID-1841913_IterID-3772311.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:52.803Z,STFService,STFService,,provider fused;,,,,STFService: Location: provider fused;,,,,39.6120179,-105.0234775,,,,,,,,,,,,,,,,,,,,,,,,,
654c3145645f90bc34ea1850,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-REFERENCE-R5CT92MM2PE--11082023015835_ExecID-1841913_IterID-3772311.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:57:02.814Z,STFService,STFService,,provider fused;,,,,STFService: Location: provider fused;,,,,39.6120175,-105.0234792,,,,,,,,,,,,,,,,,,,,,,,,,
654c3145645f90bc34ea1851,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-REFERENCE-R5CT92MM2PE--11082023015835_ExecID-1841913_IterID-3772311.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:57:13.795Z,STFService,STFService,,provider fused;,,,,STFService: Location: provider fused;,,,,39.6120197,-105.0234781,,,,,,,,,,,,,,,,,,,,,,,,,
654c3145645f90bc34ea1852,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-REFERENCE-R5CT92MM2PE--11082023015835_ExecID-1841913_IterID-3772311.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:57:23.822Z,STFService,STFService,,provider fused;,,,,STFService: Location: provider fused;,,,,39.6120185,-105.0234779,,,,,,,,,,,,,,,,,,,,,,,,,
654c3145645f90bc34ea1853,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-REFERENCE-R5CT92MM2PE--11082023015835_ExecID-1841913_IterID-3772311.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:57:33.807Z,STFService,STFService,,provider fused;,,,,STFService: Location: provider fused;,,,,39.6120193,-105.0234783,,,,,,,,,,,,,,,,,,,,,,,,,
654c3145645f90bc34ea1854,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-REFERENCE-R5CT92MM2PE--11082023015835_ExecID-1841913_IterID-3772311.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:57:43.805Z,STFService,STFService,,provider fused;,,,,STFService: Location: provider fused;,,,,39.6120202,-105.023476,,,,,,,,,,,,,,,,,,,,,,,,,
654c3145645f90bc34ea1855,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-REFERENCE-R5CT92MM2PE--11082023015835_ExecID-1841913_IterID-3772311.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:57:53.828Z,STFService,STFService,,provider fused;,,,,STFService: Location: provider fused;,,,,39.6120233,-105.0234751,,,,,,,,,,,,,,,,,,,,,,,,,
654c3145645f90bc34ea1856,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-REFERENCE-R5CT92MM2PE--11082023015835_ExecID-1841913_IterID-3772311.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:58:03.815Z,STFService,STFService,,provider fused;,,,,STFService: Location: provider fused;,,,,39.6120225,-105.023474,,,,,,,,,,,,,,,,,,,,,,,,,
654c3145645f90bc34ea1857,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-REFERENCE-R5CT92MM2PE--11082023015835_ExecID-1841913_IterID-3772311.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:58:13.799Z,STFService,STFService,,provider fused;,,,,STFService: Location: provider fused;,,,,39.6120212,-105.0234737,,,,,,,,,,,,,,,,,,,,,,,,,
654c3145645f90bc34ea1858,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-REFERENCE-R5CT92MM2PE--11082023015835_ExecID-1841913_IterID-3772311.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:58:22.871Z,STFService,STFService,,provider fused;,,,,STFService: Location: provider fused;,,,,39.6120206,-105.0234755,,,,,,,,,,,,,,,,,,,,,,,,,
654c3145645f90bc34ea1859,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-REFERENCE-R5CT92MM2PE--11082023015835_ExecID-1841913_IterID-3772311.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:58:33.804Z,STFService,STFService,,provider fused;,,,,STFService: Location: provider fused;,,,,39.6120193,-105.0234742,,,,,,,,,,,,,,,,,,,,,,,,,
654c3145645f90bc34ea185a,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-REFERENCE-R5CT92MM2PE--11082023015835_ExecID-1841913_IterID-3772311.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:58:29.879Z,ImsPhoneCallTracker,ImsPhoneCallTracker: ,,onCallTerminated ,,,,ImsPhoneCallTracker: [0] onCallTerminated ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501
654c3145645f90bc34ea185b,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-REFERENCE-R5CT92MM2PE--11082023015835_ExecID-1841913_IterID-3772311.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:58:29.879Z,ImsPhoneCallTracker,ImsPhoneCallTracker: ,,maybeRemapReasonCode ,,,,ImsPhoneCallTracker: [0] maybeRemapReasonCode ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501,
654c3145645f90bc34ea185c,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-REFERENCE-R5CT92MM2PE--11082023015835_ExecID-1841913_IterID-3772311.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:58:29.882Z,ImsPhoneCallTracker,ImsPhoneCallTracker: ,,maybeRemapReasonCode ,,,,ImsPhoneCallTracker: [0] maybeRemapReasonCode ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501,
654c3145645f90bc34ea185d,Logcat-UX_44_VoiceCall_Tests-VoiceCall-1-REFERENCE-R5CT92MM2PE--11082023015835_ExecID-1841913_IterID-3772311.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:58:29.891Z,ImsPhoneCallTracker,ImsPhoneCallTracker: ,,maybeRemapReasonCode ,,,,ImsPhoneCallTracker: [0] maybeRemapReasonCode ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501,
654c31e7276d0d96489ce6ea,Logcat-UX_44_SMS_Tests-SMS-1-DUT-R5CT92MM2PE--11082023015734_ExecID-1841914_IterID-3772309.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:31.234Z,SIPMSG,Network to UE,,MESSAGE,sip:xxxxxxxxxxxxxxx@xxx.xxx.xxx.xxx:7900 ,2.0,1,MESSAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c31e7276d0d96489ce6eb,Logcat-UX_44_SMS_Tests-SMS-1-DUT-R5CT92MM2PE--11082023015734_ExecID-1841914_IterID-3772309.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:31.265Z,SIPMSG,UE to Network,, 200 OK,,2.0,1,MESSAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c31e7276d0d96489ce6ec,Logcat-UX_44_SMS_Tests-SMS-1-DUT-R5CT92MM2PE--11082023015734_ExecID-1841914_IterID-3772309.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:31.325Z,SIPMSG,UE to Network,,MESSAGE,sip:nk-ips001c-usw2az1n01p1-sip.ims.mnc340.mcc313.3gppnetwork.org ,2.0,1,MESSAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c31e7276d0d96489ce6ed,Logcat-UX_44_SMS_Tests-SMS-1-DUT-R5CT92MM2PE--11082023015734_ExecID-1841914_IterID-3772309.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:31.423Z,SIPMSG,Network to UE,, 202 Accepted,,2.0,1,MESSAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c31e7276d0d96489ce6ee,Logcat-UX_44_SMS_Tests-SMS-1-DUT-R5CT92MM2PE--11082023015734_ExecID-1841914_IterID-3772309.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:31.256Z,SmsServiceModule,SmsServiceModule,MT_RECEIVING_INCOMING_SMS,onReceive3GPPIncomingSms:,D6F0BBA7EE97263D8B819E1F@52407e376a00,,,SmsServiceModule: onReceive3GPPIncomingSms:,application/vnd.3gpp.sms,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c31e7276d0d96489ce6ef,Logcat-UX_44_SMS_Tests-SMS-1-DUT-R5CT92MM2PE--11082023015734_ExecID-1841914_IterID-3772309.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:31.249Z,ResipSmsHandler,ResipSmsHandler,,onNewIncomingSms:,,,,ResipSmsHandler: onNewIncomingSms:,application/vnd.3gpp.sms,,10263,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c31e7276d0d96489ce6f0,Logcat-UX_44_SMS_Tests-SMS-1-DUT-R5CT92MM2PE--11082023015734_ExecID-1841914_IterID-3772309.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:31.260Z,ResipSmsHandler,ResipSmsHandler,200,sendSMSResponse():,,,,ResipSmsHandler: sendSMSResponse():,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c31e7276d0d96489ce6f1,Logcat-UX_44_SMS_Tests-SMS-1-DUT-R5CT92MM2PE--11082023015734_ExecID-1841914_IterID-3772309.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:31.428Z,ResipSmsHandler,ResipSmsHandler,202,onSendSmsResponse:,,,,ResipSmsHandler: onSendSmsResponse:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c31e7276d0d96489ce6f2,Logcat-UX_44_SMS_Tests-SMS-1-DUT-R5CT92MM2PE--11082023015734_ExecID-1841914_IterID-3772309.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:33.812Z,STFService,STFService,,provider fused;,,,,STFService: Location: provider fused;,,,,39.6120158,-105.0234741,,,,,,,,,,,,,,,,,,,,,,,,,
654c31e7276d0d96489ce6f3,Logcat-UX_44_SMS_Tests-SMS-1-DUT-R5CT92MM2PE--11082023015734_ExecID-1841914_IterID-3772309.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:43.814Z,STFService,STFService,,provider fused;,,,,STFService: Location: provider fused;,,,,39.612017,-105.0234761,,,,,,,,,,,,,,,,,,,,,,,,,
654c31e7276d0d96489ce6f4,Logcat-UX_44_SMS_Tests-SMS-1-DUT-R5CT92MM2PE--11082023015734_ExecID-1841914_IterID-3772309.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:52.803Z,STFService,STFService,,provider fused;,,,,STFService: Location: provider fused;,,,,39.6120179,-105.0234775,,,,,,,,,,,,,,,,,,,,,,,,,
654c31e7276d0d96489ce6f5,Logcat-UX_44_SMS_Tests-SMS-1-DUT-R5CT92MM2PE--11082023015734_ExecID-1841914_IterID-3772309.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:57:02.814Z,STFService,STFService,,provider fused;,,,,STFService: Location: provider fused;,,,,39.6120175,-105.0234792,,,,,,,,,,,,,,,,,,,,,,,,,
654c31e7276d0d96489ce6f6,Logcat-UX_44_SMS_Tests-SMS-1-DUT-R5CT92MM2PE--11082023015734_ExecID-1841914_IterID-3772309.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:57:13.795Z,STFService,STFService,,provider fused;,,,,STFService: Location: provider fused;,,,,39.6120197,-105.0234781,,,,,,,,,,,,,,,,,,,,,,,,,
654c31e7276d0d96489ce6f7,Logcat-UX_44_SMS_Tests-SMS-1-DUT-R5CT92MM2PE--11082023015734_ExecID-1841914_IterID-3772309.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:57:23.822Z,STFService,STFService,,provider fused;,,,,STFService: Location: provider fused;,,,,39.6120185,-105.0234779,,,,,,,,,,,,,,,,,,,,,,,,,
654c31e7276d0d96489ce6f8,Logcat-UX_44_SMS_Tests-SMS-1-DUT-R5CT92MM2PE--11082023015734_ExecID-1841914_IterID-3772309.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:57:33.807Z,STFService,STFService,,provider fused;,,,,STFService: Location: provider fused;,,,,39.6120193,-105.0234783,,,,,,,,,,,,,,,,,,,,,,,,,
654c31fdbf8d644a5f5cf3cb,Logcat-UX_44_SMS_Tests-SMS-1-REFERENCE-R5CRC3N3R3N--11082023015746_ExecID-1841914_IterID-3772309.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:55:58.324Z,Telecom,InCallController,DIALING, Sending updateCall ,,,,InCallController: Sending updateCall ,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c31fdbf8d644a5f5cf3cc,Logcat-UX_44_SMS_Tests-SMS-1-REFERENCE-R5CRC3N3R3N--11082023015746_ExecID-1841914_IterID-3772309.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:55:58.327Z,Telecom,InCallController,DIALING, Sending updateCall ,,,,InCallController: Sending updateCall ,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c31fdbf8d644a5f5cf3cd,Logcat-UX_44_SMS_Tests-SMS-1-REFERENCE-R5CRC3N3R3N--11082023015746_ExecID-1841914_IterID-3772309.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:55:58.329Z,Telecom,InCallController,DIALING, Sending updateCall ,,,,InCallController: Sending updateCall ,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c31fdbf8d644a5f5cf3ce,Logcat-UX_44_SMS_Tests-SMS-1-REFERENCE-R5CRC3N3R3N--11082023015746_ExecID-1841914_IterID-3772309.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:55:58.332Z,Telecom,InCallController,DIALING, Sending updateCall ,,,,InCallController: Sending updateCall ,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c31fdbf8d644a5f5cf3cf,Logcat-UX_44_SMS_Tests-SMS-1-REFERENCE-R5CRC3N3R3N--11082023015746_ExecID-1841914_IterID-3772309.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:55:58.345Z,Telecom,InCallController,DIALING, Sending updateCall ,,,,InCallController: Sending updateCall ,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c31fdbf8d644a5f5cf3d0,Logcat-UX_44_SMS_Tests-SMS-1-REFERENCE-R5CRC3N3R3N--11082023015746_ExecID-1841914_IterID-3772309.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:55:58.348Z,Telecom,InCallController,DIALING, Sending updateCall ,,,,InCallController: Sending updateCall ,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c31fdbf8d644a5f5cf3d1,Logcat-UX_44_SMS_Tests-SMS-1-REFERENCE-R5CRC3N3R3N--11082023015746_ExecID-1841914_IterID-3772309.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:55:58.349Z,Telecom,InCallController,DIALING, Sending updateCall ,,,,InCallController: Sending updateCall ,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c31fdbf8d644a5f5cf3d2,Logcat-UX_44_SMS_Tests-SMS-1-REFERENCE-R5CRC3N3R3N--11082023015746_ExecID-1841914_IterID-3772309.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:55:58.357Z,Telecom,InCallController,DIALING, Sending updateCall ,,,,InCallController: Sending updateCall ,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c31fdbf8d644a5f5cf3d3,Logcat-UX_44_SMS_Tests-SMS-1-REFERENCE-R5CRC3N3R3N--11082023015746_ExecID-1841914_IterID-3772309.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:55:58.362Z,Telecom,InCallController,DIALING, Sending updateCall ,,,,InCallController: Sending updateCall ,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c31fdbf8d644a5f5cf3d4,Logcat-UX_44_SMS_Tests-SMS-1-REFERENCE-R5CRC3N3R3N--11082023015746_ExecID-1841914_IterID-3772309.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:55:58.363Z,Telecom,InCallController,DIALING, Sending updateCall ,,,,InCallController: Sending updateCall ,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c31fdbf8d644a5f5cf3d5,Logcat-UX_44_SMS_Tests-SMS-1-REFERENCE-R5CRC3N3R3N--11082023015746_ExecID-1841914_IterID-3772309.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:55:58.366Z,Telecom,InCallController,DIALING, Sending updateCall ,,,,InCallController: Sending updateCall ,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c31fdbf8d644a5f5cf3d6,Logcat-UX_44_SMS_Tests-SMS-1-REFERENCE-R5CRC3N3R3N--11082023015746_ExecID-1841914_IterID-3772309.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:55:58.371Z,Telecom,InCallController,DIALING, Sending updateCall ,,,,InCallController: Sending updateCall ,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c31fdbf8d644a5f5cf3d7,Logcat-UX_44_SMS_Tests-SMS-1-REFERENCE-R5CRC3N3R3N--11082023015746_ExecID-1841914_IterID-3772309.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:55:58.374Z,Telecom,InCallController,DIALING, Sending updateCall ,,,,InCallController: Sending updateCall ,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c31fdbf8d644a5f5cf3d8,Logcat-UX_44_SMS_Tests-SMS-1-REFERENCE-R5CRC3N3R3N--11082023015746_ExecID-1841914_IterID-3772309.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:55:58.684Z,Telecom,InCallController,DIALING, Sending updateCall ,,,,InCallController: Sending updateCall ,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c31fdbf8d644a5f5cf3d9,Logcat-UX_44_SMS_Tests-SMS-1-REFERENCE-R5CRC3N3R3N--11082023015746_ExecID-1841914_IterID-3772309.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:55:58.693Z,Telecom,InCallController,DISCONNECTED, Sending updateCall ,,,,InCallController: Sending updateCall ,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c31fdbf8d644a5f5cf3da,Logcat-UX_44_SMS_Tests-SMS-1-REFERENCE-R5CRC3N3R3N--11082023015746_ExecID-1841914_IterID-3772309.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:55:58.738Z,Telecom,Event: RecordEntry ,, DESTROYED,null,,,Event: RecordEntry TC@7: DESTROYED,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c31fdbf8d644a5f5cf3db,Logcat-UX_44_SMS_Tests-SMS-1-REFERENCE-R5CRC3N3R3N--11082023015746_ExecID-1841914_IterID-3772309.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:55:58.225Z,SIPMSG,Network to UE,, 183 Session Progress,,2.0,1,INVITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c31fdbf8d644a5f5cf3dc,Logcat-UX_44_SMS_Tests-SMS-1-REFERENCE-R5CRC3N3R3N--11082023015746_ExecID-1841914_IterID-3772309.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:55:58.234Z,SIPMSG,UE to Network,,PRACK,sip:sgc_c@[fd00:976a:2:14b::5]:65529;transport=tcp ,2.0,2,PRACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c31fdbf8d644a5f5cf3dd,Logcat-UX_44_SMS_Tests-SMS-1-REFERENCE-R5CRC3N3R3N--11082023015746_ExecID-1841914_IterID-3772309.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:55:58.643Z,SIPMSG,Network to UE,, 500 Server Internal Error,,2.0,2,PRACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c31fdbf8d644a5f5cf3de,Logcat-UX_44_SMS_Tests-SMS-1-REFERENCE-R5CRC3N3R3N--11082023015746_ExecID-1841914_IterID-3772309.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:55:58.708Z,SIPMSG,Network to UE,, 503 Service Unavailable,,2.0,1,INVITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c31fdbf8d644a5f5cf3df,Logcat-UX_44_SMS_Tests-SMS-1-REFERENCE-R5CRC3N3R3N--11082023015746_ExecID-1841914_IterID-3772309.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:13.484Z,SIPMSG,UE to Network,,MESSAGE,sip:+12063130004@msg.pc.t-mobile.com;user=phone ,2.0,1,MESSAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c31fdbf8d644a5f5cf3e0,Logcat-UX_44_SMS_Tests-SMS-1-REFERENCE-R5CRC3N3R3N--11082023015746_ExecID-1841914_IterID-3772309.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:13.634Z,SIPMSG,Network to UE,, 202 Accepted,,2.0,1,MESSAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c31fdbf8d644a5f5cf3e1,Logcat-UX_44_SMS_Tests-SMS-1-REFERENCE-R5CRC3N3R3N--11082023015746_ExecID-1841914_IterID-3772309.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:13.753Z,SIPMSG,Network to UE,,MESSAGE,sip:310240140656684@[2607:fc20:6d64:d906:ad3:cd0c:7e4d:3246]:6500 ,2.0,1,MESSAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c31fdbf8d644a5f5cf3e2,Logcat-UX_44_SMS_Tests-SMS-1-REFERENCE-R5CRC3N3R3N--11082023015746_ExecID-1841914_IterID-3772309.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:13.764Z,SIPMSG,UE to Network,, 200 OK,,2.0,1,MESSAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c31fdbf8d644a5f5cf3e3,Logcat-UX_44_SMS_Tests-SMS-1-REFERENCE-R5CRC3N3R3N--11082023015746_ExecID-1841914_IterID-3772309.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:13.477Z,SmsServiceModule,SmsServiceModule,MO_SENDING_START,sendSMSOverIMS:,,,,SmsServiceModule: sendSMSOverIMS:,application/vnd.3gpp.sms,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654c31fdbf8d644a5f5cf3e4,Logcat-UX_44_SMS_Tests-SMS-1-REFERENCE-R5CRC3N3R3N--11082023015746_ExecID-1841914_IterID-3772309.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:13.769Z,SmsServiceModule,SmsServiceModule,MO_RECEIVING_202_ACCEPTED,onReceive3GPPSmsAck:,n4iNTWbUYYq1VDY6dtjlQw..@2607:fc20:6d64:d906:ad3:cd0c:7e4d:3246,,,SmsServiceModule: onReceive3GPPSmsAck:,application/vnd.3gpp.sms,248,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
654c31fdbf8d644a5f5cf3e5,Logcat-UX_44_SMS_Tests-SMS-1-REFERENCE-R5CRC3N3R3N--11082023015746_ExecID-1841914_IterID-3772309.txt,1,2,3,4,5,6,7,8,9,2023-11-08T02:56:13.638Z,ResipSmsHandler,ResipSmsHandler,202,onSendSmsResponse:,,,,ResipSmsHandler: onSendSmsResponse:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
